credit_score,income,loan_amount,loan_term,employment_status,property_value,loan_purpose,down_payment,residence_type,monthly_debt,fraud
677,62834.99,238042.33,10,employed,284280.05,refinance,12569.91,primary,1432.271478659895,0
807,61819.57,204185.34,25,self-employed,282322.61,purchase,43443.06,secondary,593.1111763264994,0
609,79999.12,181721.82,10,self-employed,308842.59,refinance,21897.09,investment,971.424717298212,0
813,42817.42,183834.15,20,self-employed,392146.55,purchase,32164.42,secondary,1088.2422322565096,0
751,76755.28,167267.06,30,self-employed,241307.65,refinance,36240.56,investment,1651.0599132232626,0
829,51998.34,201407.64,25,unemployed,282535.23,purchase,13199.42,secondary,786.4649577902253,0
839,21756.93,210080.94,10,self-employed,411659.67,refinance,22001.54,primary,600.8312866185072,0
641,23368.58,180996.03,15,employed,303222.7,home_improvement,42476.89,primary,757.3863823327747,0
700,66080.69,179691.27,15,unemployed,246088.47,purchase,44671.13,secondary,1907.902071913096,0
601,57142.52,229767.03,15,self-employed,323733.95,home_improvement,36919.17,secondary,1171.720449228889,0
659,63744.25,196076.38,30,unemployed,250261.91,purchase,31280.21,secondary,865.4661147854415,0
668,74663.54,144403.48,10,unemployed,246867.4,purchase,20450.26,primary,664.4884596494336,0
806,70011.98,223025.57,30,unemployed,184828.45,home_improvement,30308.89,secondary,1965.4389167502782,0
623,62354.05,162450.93,25,self-employed,264756.84,home_improvement,31879.81,investment,1065.9358481912232,0
724,38181.36,187492.76,30,employed,334148.8,purchase,19076.51,secondary,925.3737334446545,0
803,61429.3,167906.38,30,unemployed,212176.27,home_improvement,25983.74,primary,1437.766361539573,0
633,64521.89,250881.56,25,unemployed,306582.55,refinance,39704.86,primary,1444.0593218928584,0
569,20303.37,354685.23,25,unemployed,230963.02,refinance,25021.6,primary,270.6431598449756,1
827,67303.75,223791.14,10,unemployed,279727.26,refinance,16807.12,investment,2063.9277987796722,0
647,49844.67,231936.97,15,employed,410912.85,home_improvement,10987.44,primary,1362.3070807522126,0
695,52562.25,244935.59,30,unemployed,192291.95,purchase,38456.39,investment,1625.4205759000688,0
605,54923.57,278509.97,30,employed,261770.49,home_improvement,39424.94,investment,1547.455720367876,0
678,43880.05,226972.11,15,employed,272749.87,refinance,18190.05,primary,796.670192552423,0
820,66036.25,199558.62,10,self-employed,252629.52,purchase,24185.17,investment,856.8815146009525,0
664,53299.28,162956.19,15,employed,357772.68,home_improvement,38538.65,primary,381.2292867946924,0
737,69359.9,204937.81,20,self-employed,254882.0,home_improvement,15349.76,investment,1223.0858076177944,0
846,37536.89,200913.95,10,employed,374997.91,home_improvement,30297.27,primary,281.1912328220349,0
842,82825.18,159190.19,10,self-employed,369483.74,home_improvement,18423.34,investment,1008.2323303354669,0
697,40585.68,193077.25,20,unemployed,362556.63,purchase,25461.27,primary,1258.1305181210148,0
670,44593.06,225640.35,10,employed,315096.03,purchase,21699.33,investment,1033.9536987975607,0
847,49627.4,224316.95,10,unemployed,160846.74,home_improvement,20482.97,primary,974.3351811039981,0
659,45126.45,212859.08,30,employed,201007.68,home_improvement,44106.49,investment,280.581160143937,0
723,74942.7,247223.4,20,unemployed,168890.5,purchase,32553.27,primary,418.90461992089485,0
701,65588.9,171202.93,30,self-employed,367845.53,home_improvement,43696.3,secondary,395.4202302266114,0
674,74724.88,169192.38,20,employed,367655.51,home_improvement,42224.96,investment,690.8067604019315,0
812,57577.08,236696.97,20,self-employed,306123.29,home_improvement,18702.92,investment,1358.9012122884624,0
807,42732.48,167705.0,20,employed,334204.58,refinance,38381.4,secondary,481.48490162195077,0
799,44390.1,225935.51,30,unemployed,327753.82,purchase,43249.21,investment,918.8535474144295,0
631,73401.28,191294.53,10,self-employed,331948.26,refinance,34975.9,investment,856.2708885418131,0
661,60787.54,180181.21,10,self-employed,179978.24,purchase,45900.14,primary,1944.4288860150407,0
760,43512.91,234794.1,30,employed,372655.53,refinance,34467.8,secondary,467.1987397232557,0
765,66477.24,198363.18,15,employed,258304.11,refinance,35513.7,secondary,1793.1390379137315,0
805,58234.83,187193.18,10,unemployed,350287.91,purchase,48528.67,secondary,1930.462630328036,0
774,67866.87,197301.85,20,self-employed,190920.85,home_improvement,47310.23,primary,2093.17910820905,0
660,65830.57,182703.67,10,self-employed,164808.62,home_improvement,21260.13,investment,885.7870980178371,0
753,68635.49,164603.03,20,self-employed,330624.02,refinance,10582.23,primary,2278.993631033284,0
653,58995.17,179571.05,15,unemployed,342630.08,purchase,16507.43,investment,364.2088088547342,0
609,60728.66,196118.97,10,self-employed,269012.97,home_improvement,28969.81,secondary,926.3822919342082,0
693,66758.83,206669.83,15,employed,336965.97,purchase,36058.38,primary,1039.6523758442036,0
815,29574.01,168152.77,15,unemployed,334774.16,home_improvement,41521.98,investment,654.3765763551173,0
810,73075.97,234348.7,30,self-employed,369622.72,home_improvement,22613.4,investment,1764.4540592370004,0
831,34957.49,194195.57,25,unemployed,337891.43,refinance,40419.63,primary,1089.3778502535847,0
711,65727.78,192193.19,15,self-employed,331808.72,refinance,36298.65,secondary,961.5214459025675,0
620,73921.44,178303.53,25,self-employed,215627.71,purchase,12889.06,secondary,1548.2353731615337,0
849,71008.71,202910.51,10,unemployed,223133.02,home_improvement,11742.03,secondary,508.73376876546706,0
608,68699.3,232749.32,30,employed,288935.5,refinance,38785.01,primary,1439.7735709530696,0
785,31119.04,192130.93,10,unemployed,446447.09,refinance,40239.93,primary,338.73877406260794,0
348,41207.33,205005.95,25,self-employed,221945.16,refinance,9843.59,investment,766.7018088163712,1
680,46813.51,242278.22,15,unemployed,294411.81,home_improvement,14279.29,investment,411.408924440757,0
613,49400.17,206382.43,10,employed,123726.09,home_improvement,10332.16,secondary,625.0866020424664,0
615,41962.45,245685.73,10,unemployed,321676.6,refinance,33443.08,investment,681.3345902391238,0
741,32079.8,157624.38,15,unemployed,213932.3,home_improvement,23047.91,investment,1048.3926245758785,0
690,79470.12,233976.52,25,unemployed,182015.45,purchase,42607.59,secondary,787.4711618815852,0
815,53451.03,207832.54,20,employed,271130.4,refinance,11873.89,investment,1268.3859175223718,0
688,61607.42,222840.02,10,self-employed,219133.45,home_improvement,36101.37,investment,1444.5448826809215,0
786,61800.67,193660.38,10,unemployed,283620.76,purchase,14977.46,primary,1965.4837528772616,0
330,12964.31,113120.33,25,self-employed,344905.3,purchase,22373.19,secondary,240.02788921744317,1
749,57947.77,203197.29,15,self-employed,240684.63,purchase,40442.56,primary,1779.1736006880872,0
833,25776.21,222864.04,25,unemployed,369307.3,purchase,20043.27,investment,150.12412911067509,0
635,57922.32,175145.84,15,employed,391469.16,home_improvement,24926.68,investment,1771.1494639037085,0
656,71377.94,209427.05,15,unemployed,193427.1,home_improvement,33402.32,primary,308.35964595334644,0
695,58616.32,170118.01,25,employed,307361.79,refinance,32551.62,primary,738.0047535095258,0
702,59248.36,151723.99,30,unemployed,349148.94,refinance,21863.8,primary,1063.8867210474664,0
775,76453.12,187535.06,20,employed,251090.17,refinance,40507.81,investment,698.421191115798,0
659,20250.63,151403.86,20,employed,294001.23,purchase,12535.33,investment,530.8539701319761,1
663,28071.87,238688.13,30,unemployed,322675.78,home_improvement,38973.9,primary,773.7511129927336,0
795,47916.27,170345.72,20,unemployed,250374.16,home_improvement,31473.67,investment,550.315703092974,0
744,70178.86,173314.82,10,unemployed,241925.99,home_improvement,46833.79,primary,1061.1382269994344,0
651,49387.26,197857.69,25,unemployed,398453.66,purchase,47681.33,primary,986.4116185447467,0
838,51632.12,179820.22,25,employed,258685.19,home_improvement,41298.9,primary,608.7754859547086,0
617,44008.87,219947.37,10,unemployed,332753.62,home_improvement,35124.05,investment,1168.6316352669555,0
603,64189.46,155085.38,25,unemployed,305056.01,purchase,46070.79,primary,644.5393782186433,0
606,59768.51,183047.42,20,unemployed,372804.49,home_improvement,30292.04,secondary,1927.2915383684065,0
806,44019.74,164028.44,20,unemployed,273800.66,home_improvement,18124.5,primary,274.6753993777327,0
793,60596.22,161732.79,30,employed,185879.39,home_improvement,40213.49,primary,1327.3736858660193,0
839,32794.27,197317.41,20,self-employed,218700.22,home_improvement,15815.6,investment,558.3635890956429,0
790,30466.35,198410.42,10,unemployed,261069.59,refinance,29423.93,primary,348.2743193595872,0
808,58839.26,188758.3,20,unemployed,299921.49,refinance,33909.15,secondary,284.72817965235834,0
691,60836.66,198723.32,25,unemployed,281606.43,home_improvement,45951.52,primary,1727.667298281414,0
842,41455.59,193974.4,20,self-employed,337466.53,home_improvement,15088.09,secondary,1275.9214738058347,0
674,54301.11,183867.91,25,unemployed,273695.26,home_improvement,16333.05,primary,1370.6943548520528,0
758,48858.52,139931.78,20,employed,297098.09,purchase,14491.16,primary,627.6340490453811,0
637,73932.34,193091.94,30,self-employed,262669.16,refinance,17445.21,investment,773.9039822950549,0
807,77319.23,229888.13,15,unemployed,288290.44,purchase,45586.93,investment,2397.3876218430696,0
838,73487.12,237195.85,20,self-employed,289661.24,home_improvement,46064.75,primary,2149.7597241514286,0
612,54563.26,146863.79,15,employed,201330.21,refinance,24645.22,primary,473.0954615631435,0
791,57487.16,193497.75,10,unemployed,402756.45,refinance,24156.73,investment,1412.7754078603734,0
841,34775.44,181987.29,10,self-employed,319380.05,purchase,40653.76,primary,866.012994147217,0
640,49283.51,229780.37,30,self-employed,376735.37,refinance,14566.46,investment,962.5815262758448,0
736,58460.09,190809.49,10,self-employed,381690.58,refinance,19415.99,investment,691.8397756671975,0
703,45533.57,198747.85,15,unemployed,242212.02,purchase,48205.36,primary,870.3597596828101,0
616,34886.83,240490.72,30,self-employed,263777.54,purchase,44563.74,investment,206.95020408660255,0
740,51354.35,190947.38,15,employed,390257.2,refinance,12357.26,investment,632.6895614613728,0
673,66376.01,179536.95,15,employed,276949.05,refinance,47189.44,investment,2177.8415888024033,0
648,79134.93,209820.87,30,employed,316294.09,refinance,40922.8,primary,796.6434556307403,0
672,25711.48,87624.07,30,employed,189973.05,refinance,22737.16,primary,1028.134449335042,1
792,49254.88,180817.29,15,employed,329773.65,purchase,10042.44,primary,742.19104615524,0
649,37218.26,202365.7,20,employed,299730.62,home_improvement,43640.54,secondary,1048.7048915027522,0
721,72578.32,181334.87,30,employed,273899.87,home_improvement,19586.24,primary,1417.2272855406293,0
811,62501.38,180246.06,10,unemployed,369758.27,purchase,46568.06,primary,1739.0740607334717,0
699,65332.88,156098.65,25,self-employed,343879.56,purchase,18038.94,secondary,1021.043830337301,0
705,56255.13,184651.2,15,unemployed,366631.65,purchase,14441.16,secondary,505.8317313003863,0
813,82143.25,176310.28,25,self-employed,260900.21,home_improvement,20166.4,investment,1173.7840931445921,0
769,47978.15,250381.81,15,self-employed,248931.8,purchase,34050.83,investment,944.6818485746138,0
615,45307.49,173928.65,30,self-employed,299784.87,refinance,39998.11,secondary,875.7926797111802,0
797,56775.9,194036.73,15,employed,182629.39,purchase,47225.23,investment,784.4574460054955,0
767,62823.92,154372.98,30,self-employed,248078.08,refinance,27213.74,primary,1108.6097999178437,0
748,52295.39,219698.45,25,self-employed,164737.3,home_improvement,23681.21,secondary,1522.4112306404231,0
621,47250.99,205284.64,10,employed,274325.38,refinance,25636.37,investment,979.4550411718506,0
794,60205.87,190586.5,15,employed,242694.38,purchase,41125.29,primary,484.86910724289294,0
764,74748.46,189880.73,15,employed,280144.42,home_improvement,12518.32,investment,1219.4591055939547,0
836,40438.72,215052.55,20,unemployed,286804.16,home_improvement,11525.38,investment,432.03890475926653,0
635,23634.34,157718.86,20,employed,313602.95,refinance,17264.65,secondary,655.6747361984611,0
679,73657.52,250561.76,30,employed,243180.3,home_improvement,13372.82,investment,324.2126270683183,0
727,51433.73,150113.61,30,self-employed,141739.01,home_improvement,49038.33,secondary,1333.377773009188,0
695,55076.12,187747.72,10,unemployed,279712.92,refinance,24566.96,primary,1228.6445003058304,0
711,53971.19,183899.88,10,unemployed,214079.47,home_improvement,26451.71,primary,856.6605078829772,0
684,60760.33,221869.69,10,employed,334314.61,home_improvement,29683.5,investment,1137.244345574383,0
775,30748.41,188843.54,30,employed,303495.56,home_improvement,41978.83,secondary,339.10254024451694,0
759,42558.67,189287.56,10,self-employed,253594.91,refinance,47903.47,investment,1320.5365719890074,0
693,62168.53,237577.39,20,employed,177883.99,home_improvement,15785.8,secondary,673.3597252015772,0
642,61855.25,214787.29,30,self-employed,344725.96,refinance,10677.44,primary,424.37975450730676,0
740,39263.28,200342.53,25,employed,332880.2,refinance,12464.0,secondary,980.7520910921401,0
665,43562.33,187348.88,15,employed,295670.58,purchase,45659.68,investment,289.42299444368774,0
654,60380.15,217139.67,15,employed,274564.24,home_improvement,36191.48,investment,974.9202609464672,0
787,58760.81,178368.21,30,self-employed,398085.31,refinance,16758.39,investment,394.3773491391622,0
673,71289.45,203238.78,10,unemployed,363236.66,home_improvement,46558.45,secondary,1305.267090144132,0
709,63387.12,192932.06,20,self-employed,255714.86,refinance,40833.92,secondary,1899.5605119410557,0
779,38746.29,157013.41,15,unemployed,195820.57,home_improvement,47891.78,investment,537.206853405232,0
801,39202.52,228768.49,25,unemployed,381228.53,home_improvement,27809.42,primary,1105.311303880735,0
683,62190.9,189833.39,10,unemployed,352507.03,refinance,24122.18,primary,602.9959918595237,0
660,59021.05,168201.51,20,self-employed,347245.55,purchase,33164.32,investment,285.9948041809685,0
709,48958.41,200761.63,10,unemployed,322727.84,home_improvement,20721.28,primary,1354.376298803341,0
802,63300.9,228032.44,10,self-employed,351701.34,refinance,11065.83,investment,430.6925233400808,0
770,43370.93,225193.89,10,unemployed,392963.46,purchase,35082.59,secondary,858.3073302167641,0
619,44207.06,200130.01,10,unemployed,235184.31,refinance,41497.72,investment,1420.7576102003065,0
705,47707.66,266284.63,10,self-employed,280615.24,refinance,47164.25,investment,342.1263752291227,0
660,54229.65,201018.05,10,unemployed,263646.13,home_improvement,11361.97,primary,798.2953939862044,0
795,51554.56,187544.68,15,employed,325120.16,purchase,11355.15,primary,906.7927972876529,0
840,53604.91,178078.67,15,unemployed,231429.83,refinance,26194.25,investment,529.4259784174301,0
613,68880.67,219844.95,10,unemployed,385856.33,refinance,42741.6,primary,2166.0617080076263,0
671,36987.82,197502.41,15,unemployed,313537.57,refinance,24751.36,primary,284.7369055522532,0
790,56953.14,259398.34,10,employed,255351.14,purchase,39115.61,primary,874.9547295514598,0
749,58396.01,176245.31,30,employed,287570.76,home_improvement,42307.91,secondary,468.4352985829547,0
759,45466.91,175313.95,30,self-employed,186113.77,home_improvement,34471.89,secondary,826.3785637800701,0
831,66798.47,200500.64,20,unemployed,359162.41,refinance,36982.39,primary,1204.1549030105625,0
767,62239.59,134514.15,25,employed,184894.63,refinance,28464.2,primary,1901.3397577747432,0
839,36085.4,202002.42,30,employed,409251.62,purchase,13157.16,primary,880.6623530613617,0
625,51703.1,187305.31,20,self-employed,304711.69,refinance,40782.8,secondary,1505.8508542832828,0
621,61794.3,201883.65,10,employed,306394.99,home_improvement,44636.59,secondary,2054.584397967697,0
748,60779.98,208172.77,25,self-employed,317738.67,home_improvement,47936.72,primary,1774.5915593483735,0
781,54986.06,151352.6,20,self-employed,325361.26,refinance,47447.42,primary,814.399149784405,0
801,73237.93,183370.89,20,unemployed,441898.12,home_improvement,10556.79,secondary,2317.5853735266323,0
702,40742.93,184070.5,25,self-employed,313834.16,home_improvement,49257.59,investment,210.67034114487922,0
665,39604.24,223988.45,20,unemployed,330993.14,purchase,44489.24,primary,1281.053235146629,0
736,52693.08,190578.85,25,employed,276542.08,home_improvement,28677.9,primary,484.5325976444385,0
646,66347.32,213050.01,25,self-employed,211736.39,home_improvement,20261.45,secondary,1878.4039975320434,0
517,3030.3,256131.11,15,unemployed,260272.02,refinance,15420.75,primary,107.83244678643152,1
663,68076.89,199875.07,15,self-employed,369752.05,purchase,41277.62,secondary,1866.1982135097144,0
697,56551.71,152757.17,15,self-employed,384955.16,refinance,15579.74,secondary,896.4849006598321,0
672,68418.61,222684.31,15,unemployed,216075.74,purchase,34894.7,primary,1347.192142049663,0
605,48859.63,235501.48,10,unemployed,293834.35,refinance,36726.77,primary,1069.5958088995565,0
795,52531.53,168422.14,30,unemployed,307774.86,refinance,34546.98,secondary,582.0697035646234,0
656,36201.91,184626.41,30,unemployed,199223.42,purchase,28863.06,secondary,868.0567334116441,0
667,45819.65,209673.95,25,employed,235102.5,purchase,10272.45,primary,1057.8597292873321,0
643,28718.25,231245.06,25,unemployed,226689.84,purchase,48115.65,primary,194.87351818410673,0
355,18547.35,247500.4,30,employed,256155.29,purchase,26047.38,primary,562.8535447295793,1
680,51806.49,137517.51,25,self-employed,373250.68,home_improvement,11002.16,primary,370.32604852003385,0
769,64411.98,174485.76,30,self-employed,396500.1,home_improvement,19159.8,investment,722.6376980894006,0
600,53272.18,238370.95,10,unemployed,154895.47,refinance,45600.32,primary,436.4744656508302,0
607,49039.1,211673.84,20,self-employed,163835.02,home_improvement,10701.05,primary,885.5150471557729,0
739,55552.94,161653.02,25,self-employed,300182.28,purchase,18802.23,primary,599.803274155393,0
768,57119.9,207847.39,15,self-employed,413774.33,purchase,13350.4,primary,1870.842284607802,0
645,47229.71,225248.72,15,employed,220752.36,purchase,40634.24,primary,1318.4952299329927,0
753,90492.89,204859.06,20,unemployed,230423.96,home_improvement,26277.94,secondary,2774.3019795950377,0
750,66631.81,211482.42,20,self-employed,486832.89,home_improvement,40480.5,secondary,1833.8426901735927,0
786,55828.12,194250.69,10,unemployed,271927.94,refinance,27763.44,secondary,1180.784573615411,0
609,44896.76,135640.35,20,unemployed,364869.1,refinance,17990.18,investment,646.7115483815905,0
359,19931.32,162849.87,25,employed,268177.69,refinance,23000.83,investment,671.8952501129411,1
707,35848.65,249281.2,15,self-employed,233107.85,home_improvement,39730.34,primary,832.5889419815102,0
680,40813.54,189813.83,30,employed,244421.05,refinance,45198.23,investment,690.9369471758475,0
715,57702.49,230088.59,25,unemployed,424335.51,purchase,24140.11,secondary,814.1029131417574,0
320,36778.37,130889.2,15,self-employed,188731.67,refinance,27268.93,investment,441.6629856522337,1
644,50806.68,187144.78,10,unemployed,202580.1,purchase,30523.87,secondary,1367.9054759706792,0
806,42468.03,235192.77,20,employed,312700.2,purchase,17105.82,primary,780.8555375011158,0
746,68163.65,218477.83,10,unemployed,218762.52,home_improvement,41404.67,secondary,1661.2936669205624,0
839,42725.54,134798.97,25,employed,275404.25,purchase,34372.31,primary,496.81451897322836,0
768,36404.48,177599.75,15,self-employed,219096.8,refinance,14357.89,secondary,899.6892163807294,0
774,81628.65,193571.43,10,unemployed,271989.48,purchase,12413.81,primary,2583.4975651743252,0
617,68921.67,218948.85,25,self-employed,343065.28,purchase,41044.91,primary,2096.6862622082044,0
696,75088.66,248909.27,25,employed,176065.91,home_improvement,38655.31,primary,2233.9624171875457,0
639,54314.78,235830.21,30,self-employed,293929.02,refinance,37613.61,investment,1117.043930396185,0
726,63431.82,252233.29,10,self-employed,180525.53,home_improvement,38326.38,investment,989.5384498527667,0
613,77627.48,202435.52,10,unemployed,164892.86,home_improvement,40705.96,primary,2297.407664243899,0
646,58454.61,183965.42,25,employed,233564.72,purchase,24428.46,primary,1532.815250485141,0
615,59845.19,238275.0,20,unemployed,174213.56,purchase,44148.91,investment,1368.1697981684756,0
780,68923.1,200031.33,15,self-employed,401100.42,purchase,37593.31,secondary,1172.2041629637088,0
613,53160.82,170079.72,30,self-employed,278888.22,purchase,34360.91,investment,685.9469475986411,0
651,46512.97,164975.26,20,employed,377459.6,purchase,15447.37,secondary,1130.7774187971859,0
828,35265.21,212029.12,20,self-employed,269781.43,purchase,12565.7,secondary,630.9584543286246,0
620,79720.06,186859.29,25,employed,196637.26,home_improvement,33816.9,investment,2007.8802703221559,0
705,81342.47,131604.65,30,unemployed,283280.21,refinance,26169.5,investment,728.043563732231,0
630,58673.69,187375.36,20,unemployed,237850.86,purchase,16648.95,primary,527.7481632444262,0
797,58098.68,186401.58,15,self-employed,312331.96,purchase,42007.94,primary,1407.040444385328,0
816,57403.67,225971.9,15,unemployed,354170.05,refinance,37055.68,secondary,1403.9728186574453,0
620,32053.37,177726.56,15,self-employed,213080.61,home_improvement,49727.02,secondary,560.6936002420395,0
736,40718.49,212430.55,20,employed,373963.02,refinance,46689.05,primary,283.66594020330365,0
780,36205.81,234137.43,25,employed,252550.08,refinance,38555.3,secondary,718.9214918241904,0
755,58847.17,183004.91,25,unemployed,334889.87,home_improvement,10288.81,secondary,379.82242534686065,0
628,67442.09,167311.32,30,employed,318983.24,purchase,37160.13,secondary,857.6825734296248,0
325,39317.5,148211.89,15,self-employed,275231.04,home_improvement,17465.16,secondary,894.0457015618277,1
627,56133.33,197346.81,15,unemployed,453859.89,home_improvement,18955.64,investment,1562.6304185419876,0
785,64781.01,202767.32,20,employed,390918.33,purchase,34565.7,primary,1414.3773434617797,0
796,48924.1,141131.85,15,self-employed,140284.66,refinance,21588.0,investment,1316.6703087380308,0
837,57779.78,178761.71,25,employed,308100.54,refinance,26706.68,secondary,504.8558631277285,0
621,52338.34,180276.92,15,unemployed,264556.22,purchase,15127.35,primary,1359.372526231821,0
827,57106.67,214845.11,25,employed,269177.54,purchase,26017.97,secondary,972.5121614576203,0
640,68316.74,191265.34,15,unemployed,344107.93,refinance,32212.32,secondary,323.9858994030689,0
845,62892.46,144701.12,20,employed,144667.51,refinance,48209.0,secondary,401.9906271775959,0
848,43719.02,214263.77,25,employed,332636.09,purchase,20770.28,investment,1024.550102999292,0
725,47513.36,131296.5,30,employed,318352.74,refinance,45910.0,primary,999.2725077336399,0
819,59157.65,276664.74,20,unemployed,267984.91,purchase,44660.53,secondary,615.6578750301691,0
788,36535.97,173905.83,30,employed,359404.57,refinance,27111.34,primary,161.31905669753505,0
819,62488.01,240796.7,10,employed,419213.64,refinance,16468.51,secondary,1422.1755371854008,0
831,31899.89,207324.17,30,employed,358886.07,purchase,46120.24,investment,610.417104314821,0
629,62082.42,231812.52,30,employed,196537.28,home_improvement,13110.28,investment,1753.566279233427,0
659,71199.36,185610.69,10,employed,313678.27,refinance,22559.08,investment,856.9368832357138,0
631,58049.4,209014.48,25,employed,276197.75,home_improvement,12994.56,secondary,807.464048472801,0
697,51914.71,158895.28,30,employed,355099.33,home_improvement,28320.72,investment,1655.3816508103803,0
738,37279.47,220603.94,30,self-employed,318055.64,home_improvement,41444.05,secondary,765.6913486786023,0
733,69505.8,208043.41,25,self-employed,267112.79,refinance,33319.98,primary,1963.3454031282165,0
744,43654.73,234563.08,10,unemployed,217491.8,refinance,44382.95,secondary,1441.5437035835573,0
602,54623.9,212231.71,15,self-employed,413699.52,refinance,26145.36,primary,610.3868425088726,0
603,103181.44,196651.36,30,employed,274134.46,purchase,45155.73,primary,1141.5188201507024,0
665,88944.76,172992.16,15,employed,301394.04,purchase,42589.26,investment,1729.8290765916502,0
361,10141.01,144454.66,30,self-employed,212256.18,home_improvement,603.43,investment,229.05560351636856,1
612,57457.71,161183.34,15,self-employed,265225.11,home_improvement,14813.69,primary,1272.831665999954,0
784,67675.93,135724.78,30,self-employed,282868.4,purchase,14290.81,secondary,733.3701355206975,0
720,75572.63,191175.23,20,employed,366424.75,refinance,30237.55,secondary,641.503583421075,0
804,61380.62,241796.34,30,employed,220764.49,purchase,25773.2,primary,272.53036007856684,0
779,77689.73,237908.2,15,self-employed,316021.54,home_improvement,39155.34,investment,1513.542423297505,0
654,61428.48,208258.13,20,employed,319549.78,purchase,25501.83,investment,1726.9362837022052,0
755,77083.85,203287.79,15,unemployed,325466.41,refinance,29570.0,primary,2087.8383262718985,0
765,80918.84,191860.68,25,unemployed,253795.2,purchase,36466.6,secondary,1071.1768693246338,0
795,53275.98,207624.26,25,employed,258437.98,refinance,24716.85,investment,1374.98039913182,0
620,72575.58,217204.63,15,self-employed,289619.63,purchase,45049.31,investment,403.1628894314164,0
759,76793.07,275369.54,25,employed,279157.74,purchase,21696.79,secondary,671.3653772622703,0
848,43494.48,183770.84,10,self-employed,246057.44,refinance,40354.39,investment,788.7206587206202,0
808,85824.05,218212.07,15,unemployed,267276.84,purchase,28358.41,primary,2023.9545856054708,0
771,63307.87,243445.04,10,unemployed,396211.14,purchase,41549.49,investment,1259.395130353819,0
629,26460.28,215535.1,25,self-employed,268282.06,purchase,42026.0,secondary,719.5969389987049,0
746,28310.67,211277.88,20,self-employed,373985.05,home_improvement,21704.93,primary,680.6524752340745,0
845,52129.58,205167.59,25,self-employed,208934.2,purchase,41890.62,investment,452.13138427164824,0
722,49127.54,173076.79,20,self-employed,423322.73,purchase,24365.31,investment,230.93638258390746,0
746,75898.64,190030.16,15,employed,267941.81,home_improvement,37218.03,secondary,1154.226363584625,0
814,59668.83,199856.02,10,unemployed,216288.09,refinance,13369.95,primary,1214.0515878222134,0
604,56261.2,218196.0,15,unemployed,341519.28,home_improvement,47049.12,investment,384.6161092613373,0
698,67104.43,181041.17,20,self-employed,280484.16,refinance,41031.25,secondary,1013.4291780791847,0
707,72415.61,201722.65,20,self-employed,323045.8,refinance,42321.86,primary,666.1211807336746,0
725,55532.29,177733.12,20,unemployed,293841.94,purchase,38190.33,investment,1642.4874325223448,0
828,48636.28,205863.4,30,unemployed,338036.73,refinance,42783.44,primary,1412.4999417952793,0
707,56955.44,185905.27,30,employed,402539.53,refinance,41527.61,primary,577.9005950768135,0
601,47351.95,195063.87,10,self-employed,408662.88,purchase,34431.93,investment,616.7027755118696,0
800,42691.95,196894.12,15,employed,127083.29,home_improvement,19097.3,primary,603.3263767581784,0
643,72131.39,182431.48,15,employed,183781.07,home_improvement,20412.24,primary,1552.1379558925994,0
800,65665.43,236097.75,10,self-employed,249590.22,purchase,24202.64,investment,603.8956020200145,0
716,69096.62,206473.58,25,self-employed,233372.86,purchase,15173.63,primary,1097.6998231105624,0
680,74970.66,151549.82,30,employed,170756.42,refinance,32895.02,primary,2015.3098127623236,0
698,59099.5,169954.74,30,self-employed,306229.85,refinance,48059.44,investment,793.7689824817217,0
672,43229.81,145311.26,20,employed,369484.27,refinance,46635.04,investment,725.0969527515431,0
691,77428.22,181693.98,25,self-employed,262532.81,refinance,10289.93,investment,782.593482040298,0
640,61816.48,196657.84,10,unemployed,286806.85,purchase,16379.52,investment,1453.6045543643768,0
732,43970.4,210287.19,10,employed,284119.86,refinance,41369.23,investment,1149.1694574774094,0
765,36661.36,230043.86,30,self-employed,316628.32,refinance,13089.73,secondary,178.5539284002001,0
681,18617.2,204857.67,20,self-employed,429019.68,home_improvement,48290.45,primary,579.7424610189086,0
818,62770.97,157746.53,10,self-employed,415372.38,refinance,43838.66,investment,1357.2916902762051,0
818,45574.74,212895.97,25,employed,353686.97,refinance,10416.46,investment,208.22728907461845,0
834,27241.73,175927.94,10,employed,209453.89,purchase,17286.71,investment,729.1966518229993,0
834,39828.9,248100.42,10,employed,297699.15,purchase,18929.58,investment,640.185622528502,0
841,49713.68,223465.45,20,unemployed,199438.76,refinance,36305.28,primary,828.2584977483087,0
763,60185.12,153572.77,25,self-employed,485778.85,refinance,21006.95,investment,806.9909884704489,0
663,65288.53,193055.22,10,employed,388001.11,refinance,25710.32,investment,971.9671989342131,0
706,67980.79,231705.01,15,unemployed,364040.63,home_improvement,12632.79,primary,908.6773486074057,0
671,44443.64,204940.72,15,employed,393690.58,home_improvement,45673.85,secondary,308.20370894227693,0
713,82579.42,183206.85,10,unemployed,244043.25,refinance,43326.23,secondary,2290.761861325593,0
631,77434.59,192522.43,15,employed,283316.89,refinance,13156.71,investment,995.3541748564656,0
651,60489.46,214082.36,10,employed,502017.14,purchase,22798.64,investment,1669.6506118587638,0
734,67881.16,172723.22,25,unemployed,257836.89,purchase,43673.49,primary,588.7581251149682,0
820,42916.56,189776.86,10,self-employed,279387.76,refinance,13546.4,investment,228.3648221755652,0
